,date_valid,alpine_status,alpine_status_code,treeline_status,treeline_status_code,belowtree_status,belowtree_status_code,problems
758,2016-01-04,Moderate,2.0,Low,1.0,Low,1.0,"There's a lot uncertainty regarding the timing and intensity of snowfall forecast for Monday. When it does arrive, new wind slabs are expected to form."
759,2016-01-05,Moderate,2.0,Low,1.0,Low,1.0,"There's a lot uncertainty regarding the timing and intensity of snowfall forecast for Tuesday. When it does arrive, new wind slabs are expected to form."
760,2016-01-06,Moderate,2.0,Low,1.0,Low,1.0,New wind slabs may exist in leeward terrain features around ridge crests. Continually assess local conditions as you travel and use extra caution as you transition into wind affected terrain.
761,2016-01-07,Moderate,2.0,Low,1.0,Low,1.0,Assess local conditions and use extra caution as you transition into wind affected terrain.
762,2016-01-08,Low,1.0,Low,1.0,Low,1.0,Low Danger doesn't mean No Danger. Make observations continually as you travel.
763,2016-01-09,Low,1.0,Low,1.0,Low,1.0,"It is a good time to tackle bigger objectives, but keep your guard up. Avalanches are still possible in LOW danger."
764,2016-01-10,Low,1.0,Low,1.0,Low,1.0,"It is a good time to tackle bigger objectives, but keep your guard up. Avalanches are still possible in LOW danger."
765,2016-01-11,Low,1.0,Low,1.0,Low,1.0,It looks like one more mainly dry day before the snow returns. Avalanche danger will rise as new snow accumulates. How quickly this happens depends on how much snow and wind we see.
766,2016-01-12,High,4.0,Considerable,3.0,Considerable,3.0,There's a lot of variability in the snowfall forecast across the region. If you wake up tomorrow with 30cm or more already on the ground Avalanche danger at lower elevations could be higher than advertised.
767,2016-01-13,Considerable,3.0,Considerable,3.0,Considerable,3.0,There is quite a bit of uncertainty in the snowfall forecast. If you wake up with more than 30cm of snow on the ground avalanche danger will be higher than advertised.
768,2016-01-14,Considerable,3.0,Considerable,3.0,Moderate,2.0,Touchy avalanche conditions are expected to persist for a couple of days due to a layer of buried surface hoar.
769,2016-01-15,Considerable,3.0,Considerable,3.0,Moderate,2.0,Touchy avalanche conditions are expected to persist for a couple more days due to a layer of buried surface hoar.
770,2016-01-16,Considerable,3.0,Considerable,3.0,Considerable,3.0,"New snow will add to the size and reactivity of recently formed storm slabs. Very tricky conditions are expected on Saturday and conservative terrain selection is critical. In areas that get the most wind and new snow, the local hazard may be HIGH"
771,2016-01-17,Considerable,3.0,Considerable,3.0,Moderate,2.0,"Hazard continues to increase as the storm progresses. Building storm slabs overlie a touchy surface hoar layer and conservative terrain selection remains critical. In areas that get the most wind and new snow, the local hazard may be HIGH"
772,2016-01-18,Considerable,3.0,Considerable,3.0,Moderate,2.0,"Hazard continues to increase as the storm progresses. Building storm slabs overlie a touchy surface hoar layer and conservative terrain selection remains critical. In areas that get the most wind and new snow, the local hazard may be HIGH"
773,2016-01-19,Considerable,3.0,Considerable,3.0,Moderate,2.0,Highly sensitive storm slabs are everywhere. Conservative terrain selection is essential for safe travel.
774,2016-01-20,Considerable,3.0,Considerable,3.0,Considerable,3.0,"Highly sensitive storm slabs overlying surface hoar are reactive in all elevation bands. Conservative terrain selection is essential for safe travel.
If the sun is out in full strength on Wednesday, use extra caution on steep south facing slopes."
775,2016-01-21,Extreme,5.0,Extreme,5.0,High,4.0,Conditions are ripe for an impressive avalanche cycle. Thursday is a day to wait out the storm from a safe place.
776,2016-01-22,High,4.0,Considerable,3.0,Moderate,2.0,Wait a couple days to gather more post-storm information before venturing out into bigger terrain.
777,2016-01-23,Considerable,3.0,Moderate,2.0,Low,1.0,A cooler and drier weekend will help reduce danger but give the new snow a day or two to settle before pushing out into bigger terrain.
778,2016-01-24,Moderate,2.0,Moderate,2.0,Low,1.0,We should see a couple relatively calm days between storm cycles.
779,2016-01-25,Moderate,2.0,Moderate,2.0,Low,1.0,It looks like one more dry day before the next round of warm storms hit the Coast this week.
780,2016-01-26,Considerable,3.0,Considerable,3.0,Moderate,2.0,"If more than 20 cm of new snow falls on Tuesday, the Avalanche Danger may be HIGH in the alpine."
781,2016-01-27,High,4.0,High,4.0,Considerable,3.0,"Touchy and dangerous conditions still exist in many parts of the region. With a warm, wet and windy storm on the way, the Avalanche Danger will continue to rise."
782,2016-01-28,High,4.0,High,4.0,Considerable,3.0,"A warm, wet and windy storm will bring the Avalanche Danger to High"
783,2016-01-29,Considerable,3.0,Considerable,3.0,Moderate,2.0,Conservative terrain selection is still required while the snowpack adjusts to heavy storm loading from the last few days.
784,2016-01-30,Considerable,3.0,Moderate,2.0,Low,1.0,Watch for new wind slab formation throughout the weekend.
785,2016-01-31,Considerable,3.0,Considerable,3.0,Moderate,2.0,The new snow may not initially bond well to the previous snow surface. Give the snow a day or two to settle before pushing into bigger terrain.
786,2016-02-01,Moderate,2.0,Moderate,2.0,Low,1.0,Enjoy the much improved riding conditions but keep an eye out for terrain traps where the consequences of being caught in a small sluff or slab could be severe.
787,2016-02-02,Moderate,2.0,Moderate,2.0,Low,1.0,Enjoy the much improved riding conditions but keep an eye out for terrain traps where the consequences of being caught in a small sluff or slab could be severe.
788,2016-02-03,Moderate,2.0,Moderate,2.0,Low,1.0,Enjoy the much improved riding conditions but keep an eye out for terrain traps where the consequences of being caught in a small sluff or slab could be severe.
789,2016-02-04,Considerable,3.0,Moderate,2.0,Low,1.0,"Stormy weather is coming, and avalanche danger will increase with wet and windy conditions."
790,2016-02-05,Considerable,3.0,Considerable,3.0,Moderate,2.0,"New storm slabs developing during the day on Friday. If the storm is earlier or more intense than forecast, avalanche danger may reach HIGH by Friday afternoon."
791,2016-02-06,High,4.0,Considerable,3.0,Moderate,2.0,Stormy conditions have elevated the avalanche danger to HIGH. Touchy storm slabs may take some time to settle and bond.
792,2016-02-07,Considerable,3.0,Considerable,3.0,Moderate,2.0,Rising freezing levels over the next few days will weaken the snowpack and increase the Avalanche Danger.
793,2016-02-08,Considerable,3.0,Considerable,3.0,Moderate,2.0,Warming and solar radiation will drive the Avalanche Danger over the next few days. Use extra caution if solar radiation is strong on Monday.
794,2016-02-09,Considerable,3.0,Considerable,3.0,Considerable,3.0,Continued warming and solar radiation will drive the Avalanche Danger on Tuesday. Avalanches will become more frequent and destructive throughout the day.
795,2016-02-10,Moderate,2.0,Moderate,2.0,Moderate,2.0,Fingers crossed for new snow on Wednesday night!
796,2016-02-11,Moderate,2.0,Moderate,2.0,Low,1.0,"A gradual cooling trend with forecast precipitation, should bring snow to the alpine and then slowly to lower elevations."
797,2016-02-12,Considerable,3.0,Moderate,2.0,Low,1.0,Avalanche danger is increasing with forecast new storms moving onto the coast.
798,2016-02-13,Moderate,2.0,Moderate,2.0,Low,1.0,New storm slabs continue to develop in the alpine and at treeline. Watch for conditions that change with elevation.
799,2016-02-14,Considerable,3.0,Moderate,2.0,Moderate,2.0,"I'm expecting the incoming storm for Sunday to be fairly moderate. If you get more than 20 cm new snow with wind, then bump the danger up by one rating."
800,2016-02-15,Considerable,3.0,Moderate,2.0,Low,1.0,Lingering wind slabs and large weak cornices are expected to be reactive to human-triggering on Monday.  Use increased caution in wind affected terrain.
801,2016-02-16,Considerable,3.0,Considerable,3.0,Moderate,2.0,"Conditions are expected to be tricky on Tuesday following the storm Monday night and conservative decision making is very important. 
Use extra caution on steep south facing slopes in afternoon if the sun is out in full force."
802,2016-02-17,Considerable,3.0,Considerable,3.0,Low,1.0,Storm slabs continue to develop at higher elevations and will be reactive to human-triggering on Wednesday. Conservative terrain choices remain critical.
803,2016-02-18,Considerable,3.0,Considerable,3.0,Moderate,2.0,Storm slabs continue to develop at higher elevations and will be reactive to human-triggering on Thursday. Conservative terrain choices remain critical and it is important to continually assess conditions as they change throughout the day.
804,2016-02-19,High,4.0,Considerable,3.0,Moderate,2.0,"One more intense storm before conditions start to clear for the weekend.  Storm slabs are expected to be very reactive on Friday, especially in wind loaded alpine areas.  Conservative terrain selection is critical."
805,2016-02-20,Considerable,3.0,Moderate,2.0,Moderate,2.0,"Storm slabs are expected to remain reactive through the weekend, especially on solar slopes if the sun comes out or on wind loaded slopes in the alpine."
806,2016-02-21,Moderate,2.0,Moderate,2.0,Low,1.0,"Storm slabs are expected to remain reactive, especially if the sun comes out on solar slopes and on wind loaded features in the alpine."
807,2016-02-22,Moderate,2.0,Moderate,2.0,Low,1.0,Watch out for pockets of wind slab and give cornices a wide berth.
808,2016-02-23,Moderate,2.0,Moderate,2.0,Low,1.0,Avalanches will be more likely on slopes that see direct sun on Tuesday.
809,2016-02-24,Moderate,2.0,Moderate,2.0,Low,1.0,Watch out for lingering pockets of wind slab at treeline and in the alpine.
810,2016-02-25,Moderate,2.0,Low,1.0,Low,1.0,Avoid travelling on or under any slopes getting the heat of the sun.
811,2016-02-26,Moderate,2.0,Low,1.0,Low,1.0,"Large, fragile cornices demand respect. Give them a wide berth on ridges and avoid travelling underneath them."
812,2016-02-27,Moderate,2.0,Low,1.0,Low,1.0,"Don't linger underneath cornices. If the sun comes out, avoid sunny slopes."
813,2016-02-28,Moderate,2.0,Low,1.0,Low,1.0,Watch the winds! Avalanche danger could be higher at treeline in the parts of the region that see moderate winds. Back off if you notice blowing or drifting snow.
814,2016-02-29,Moderate,2.0,Moderate,2.0,Low,1.0,Reactive soft slabs can be found in wind loaded areas and steep unsupported slopes.
815,2016-03-01,Considerable,3.0,Considerable,3.0,Moderate,2.0,Strong winds will probably make the alpine an unpleasant place to be on Tuesday. Watch out for overhead exposure if you end up hiding out at treeline. Natural avalanches will become increasingly likely through the day.
816,2016-03-02,Considerable,3.0,Considerable,3.0,Moderate,2.0,"Avalanche hazard is expected to peak overnight due to strong winds that are forecast to taper off early Wednesday morning. If you wake up and the winds are still howling, the avalanche danger will be HIGH in the Alpine"
817,2016-03-03,Considerable,3.0,Considerable,3.0,Moderate,2.0,Strong winds will probably make the alpine an unpleasant place to be on Thursday. Watch out for overhead exposure if you end up hiding out at treeline. Natural avalanches will become increasingly likely through the day.
818,2016-03-04,Considerable,3.0,Considerable,3.0,Moderate,2.0,The timing and intensity of snowfall forecast for Friday and Friday night is highly uncertain. Pay close attention to how much snow falls in your riding area and be prepared to back-off to simple terrain.
819,2016-03-05,High,4.0,Considerable,3.0,Considerable,3.0,Friday's storm totals are expected to vary greatly across the region. Pay close attention to how much snow falls in your riding area as snowfall amounts and warming will drive the Avalanche Danger on Saturday.
820,2016-03-06,Considerable,3.0,Considerable,3.0,Moderate,2.0,"Forecast snowfall amounts for Saturday night vary greatly across the region. If more than 20cm falls in your riding area, the Avalanche Danger in the alpine may be HIGH."
821,2016-03-07,Considerable,3.0,Moderate,2.0,Low,1.0,Give the new storm snow time to settle and strengthen before tackling big objectives.
