date_valid,alpine_status,alpine_status_code,treeline_status,treeline_status_code,belowtree_status,belowtree_status_code,problems
2016-01-08,Low,1,Low,1,Low,1,Low Danger doesn't mean No Danger. Make observations continually as you travel.
2016-01-09,Low,1,Low,1,Low,1,"It is a good time to tackle bigger objectives, but keep your guard up. Avalanches are still possible in LOW danger."
2016-01-10,Low,1,Low,1,Low,1,"It is a good time to tackle bigger objectives, but keep your guard up. Avalanches are still possible in LOW danger."
2016-01-11,Low,1,Low,1,Low,1,It looks like one more mainly dry day before the snow returns. Avalanche danger will rise as new snow accumulates. How quickly this happens depends on how much snow and wind we see.
2016-01-12,Considerable,3,Considerable,3,Considerable,3,Avalanche danger in the ALPINE is expected to increase from CONSIDERABLE to HIGH as storm slabs develop through the day
2016-01-13,Considerable,3,Considerable,3,Moderate,2,"New snow is sitting on a layer of surface hoar resulting in small, widespread, and reactive storm slabs."
2016-01-14,Moderate,2,Moderate,2,Low,1,Touchy soft slabs can likely be found in wind loaded features or around convexities.
2016-01-15,Considerable,3,Moderate,2,Moderate,2,Touchy soft slabs can likely be found in wind loaded features in the alpine or around convexities at tree line and below.
2016-01-16,Considerable,3,Considerable,3,Moderate,2,New snow and wind will add to the size and reactivity of recently formed storm slabs. Tricky conditions are expected on Saturday and conservative terrain selection is critical.
2016-01-17,Considerable,3,Considerable,3,Moderate,2,New snow and wind continue to add to the size and reactivity of recently formed storm slabs. Tricky conditions are expected to continue and conservative terrain selection remain critical.
2016-01-18,Considerable,3,Moderate,2,Moderate,2,New snow and wind continue to add to the size and reactivity of recently formed storm slabs. Tricky conditions are expected to continue and conservative terrain selection remain critical.
2016-01-19,Considerable,3,Considerable,3,Moderate,2,Highly sensitive storm slabs are everywhere. Conservative terrain selection is essential for safe travel.
2016-01-20,Considerable,3,Considerable,3,Considerable,3,"Highly sensitive storm slabs overlying surface hoar are reactive in all elevation bands. Conservative terrain selection is essential for safe travel.
If the sun is out in full strength on Wednesday, use extra caution on steep south facing slopes."
2016-01-21,High,4,High,4,High,4,Conditions are ripe for an impressive avalanche cycle. Thursday is a day to wait out the storm from a safe place.
2016-01-22,High,4,High,4,Considerable,3,"Some areas may not have seen enough precipitation to ""clean out"" buried persistent weaknesses. Proceed cautiously until we have a clearer picture of how conditions have changed."
2016-01-23,Considerable,3,Considerable,3,Moderate,2,Danger could be LOW below treeline in the Cascades where heavy rain saturated the snowpack and has probably refrozen into a solid crust.
2016-01-24,Considerable,3,Moderate,2,Moderate,2,A Special Public Avalanche Warning continues for this region. Conservative route selection and cautious decision-making is required.
2016-01-25,Considerable,3,Moderate,2,Moderate,2,"It's uncertain how much precipitation will make it inland on Tuesday/Wednesday. We could enough snow, combined with warming, to cause avalanche danger to rise again this week."
2016-01-26,Considerable,3,Considerable,3,Moderate,2,Touchy conditions still exist in many parts of the region. Check out the great Mountain Information Network posts for more details.
2016-01-27,High,4,Considerable,3,Considerable,3,"Touchy and dangerous conditions still exist in many parts of the region. With a warm, wet and windy storm on the way, conditions will continue to deteriorate."
2016-01-28,High,4,Considerable,3,Considerable,3,"Touchy conditions still exist in many parts of the region. A warm, wet and windy storm will cause conditions to deteriorate."
2016-01-29,Considerable,3,Considerable,3,Moderate,2,"In the north of the region, persist weak layers are more likely to have endured recent storms. In these areas, the alpine Avalanche Danger may be High on Friday."
2016-01-30,Considerable,3,Moderate,2,Low,1,Destructive persistent weak layers should still be on your radar if you're heading to the north of the region.
2016-01-31,Considerable,3,Moderate,2,Moderate,2,"Destructive persistent weak layers should still be on your radar if you're heading to the north of the region. Also, keep an eye on new snow amounts and how well this new snow is bonding."
2016-02-01,Considerable,3,Moderate,2,Moderate,2,Destructive persistent weak layers should still be on your radar if you're heading to the north of the region.
2016-02-02,Moderate,2,Moderate,2,Moderate,2,Destructive persistent weak layers should still be on your radar if you're heading to the north of the region.
2016-02-03,Moderate,2,Moderate,2,Moderate,2,Large persistent slab avalanches should still be on your radar if you're heading into the Duffey Lake or other areas in the north of the region.
2016-02-04,Considerable,3,Moderate,2,Moderate,2,"Stormy weather is coming, and avalanche danger will increase with wet and windy conditions."
2016-02-05,Considerable,3,Considerable,3,Moderate,2,"New storm slabs developing during the day on Friday. If the storm is earlier or more intense than forecast, avalanche danger may reach HIGH by Friday afternoon."
2016-02-06,High,4,Considerable,3,Considerable,3,Stormy conditions have elevated the avalanche danger to HIGH. Touchy storm slabs may take some time to settle and bond.
2016-02-07,Considerable,3,Considerable,3,Moderate,2,"The snowpack varies a great deal throughout the region. In the north, you'll likely encounter trickier conditions due to a buried persistent weak layer."
2016-02-08,Considerable,3,Considerable,3,Moderate,2,Warming and solar radiation will drive the Avalanche Danger over the next few days. Use extra caution if solar radiation is strong on Monday.
2016-02-09,Considerable,3,Considerable,3,Considerable,3,Warming and solar radiation will continue to drive the Avalanche Danger on Tuesday. Avalanches will become more frequent and destructive throughout the day.
2016-02-10,Considerable,3,Moderate,2,Moderate,2,"Destructive persistent slab avalanches remain a concern in the north of the region. Extra caution is required in the Duffey Lake, Birkenhead and Hurley areas."
2016-02-11,Moderate,2,Moderate,2,Low,1,"A gradual cooling trend with forecast precipitation, should bring snow to the alpine and then slowly to lower elevations. Persistent weak layers continue to be a concern for large destructive avalanches."
2016-02-12,Moderate,2,Moderate,2,Low,1,Avalanche danger is increasing with forecast new storms moving onto the coast.
2016-02-13,Moderate,2,Moderate,2,Low,1,New storm slabs continue to develop in the alpine and at treeline. Watch for conditions that change with elevation.
2016-02-14,Considerable,3,Moderate,2,Moderate,2,"Moderate storm for Sunday. Some increased danger, but manageable with good terrain selection."
2016-02-15,Considerable,3,Considerable,3,Moderate,2,"The hazard rating reflects conditions in the south of the region where enhanced snowfall is possible on Monday.  Wind slabs are expected throughout the region but if any areas see more than 25cm, a more widespread storm slab problem could develop."
2016-02-16,Considerable,3,Considerable,3,Moderate,2,"Conditions are expected to be tricky on Tuesday following the storm Monday night and conservative decision making is very important.
Use extra caution on steep south facing slopes in afternoon if the sun is out in full force."
2016-02-17,Considerable,3,Considerable,3,Low,1,Storm slabs continue to develop at higher elevations and will be reactive to human-triggering on Wednesday. Conservative terrain choices remain critical.
2016-02-18,Considerable,3,Considerable,3,Moderate,2,Storm slabs continue to develop at higher elevations and will be reactive to human-triggering on Thursday. Conservative terrain choices remain critical and it is important to continually assess conditions as they change throughout the day.
2016-02-19,Considerable,3,Considerable,3,Moderate,2,"One more storm before conditions start to clear for the weekend. Storm slabs are expected to be reactive on Friday, especially in wind loaded alpine areas. Conservative terrain selection remains critical."
2016-02-20,Considerable,3,Moderate,2,Moderate,2,"Storm slabs are expected to remain reactive through the weekend, especially if the sun comes out on solar slopes or on wind loaded slopes in the alpine."
2016-02-21,Moderate,2,Moderate,2,Low,1,"Storm slabs are expected to remain reactive, especially if the sun comes out on solar slopes and on wind loaded features in the alpine."
2016-02-22,Moderate,2,Moderate,2,Low,1,Watch for pockets of wind slab and give cornices a wide berth.
2016-02-23,Moderate,2,Moderate,2,Low,1,Avalanches will be most likely on slopes that see direct sun on Tuesday.
2016-02-24,Moderate,2,Moderate,2,Low,1,Watch out for lingering pockets of wind slab at treeline and in the alpine.
2016-02-25,Moderate,2,Low,1,Low,1,Avoid travelling on or under any slopes getting the heat of the sun.
2016-02-26,Moderate,2,Low,1,Low,1,"Large, fragile cornices demand respect. Give them a wide berth on ridges and avoid travelling underneath them."
2016-02-27,Moderate,2,Low,1,Low,1,"Don't linger underneath cornices. If the sun comes out, avoid sunny slopes."
2016-02-28,Moderate,2,Low,1,Low,1,Watch the winds! Avalanche danger could be higher at treeline in the parts of the region that see moderate winds. Back off if you notice blowing or drifting snow.
2016-02-29,Moderate,2,Moderate,2,Low,1,Watch out for reactive pockets of soft slab in wind loaded features or on steep unsupported slopes.
2016-03-01,Considerable,3,Considerable,3,Moderate,2,Strong winds will probably make the alpine an unpleasant place to be on Tuesday. Watch out for overhead exposure if you end up hiding out at treeline. Natural avalanches will become increasingly likely through the day.
